ITEM CODE,ITEM DESCRIPTION,ITEM TYPE_DUNNAGE,ITEM TYPE_KEGS,ITEM TYPE_LIQUOR,ITEM TYPE_NON-ALCOHOL,ITEM TYPE_REF,ITEM TYPE_STR_SUPPLIES,ITEM TYPE_WINE,ITEM TYPE_Wine
12730,19572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12731,14014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12732,27281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12737,26411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12741,10597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12742,9778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12743,11229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12746,22897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12747,22898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12748,1969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12749,14852,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12751,28355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12759,3637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12760,20461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12761,30938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12772,1185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12774,7325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12780,27191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12786,697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12794,27370,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12798,25242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12799,8568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12806,1183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12807,18785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12810,15815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12813,25958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12815,3100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12816,29907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12819,16033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12820,11632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12821,11635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12823,26290,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12829,3399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12836,16735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12837,31596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12840,21574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12843,12958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12846,3051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12848,6892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12853,26588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12857,10361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12860,32184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12861,10823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12862,33848,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12864,10353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12865,10354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12868,30650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12870,30651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12875,7466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12878,8483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12880,6997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12881,6729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12882,19071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12883,28666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12885,27369,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12887,21778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12892,8895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12894,33684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12902,960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12903,21328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12906,33484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12915,23142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12920,18115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12921,2148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12922,2146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12925,6609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12931,4441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12932,12439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12937,15487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12938,21430,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12941,24078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12944,9836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12945,6577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12947,3366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12948,3367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12949,3368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12950,3369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12955,7934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12966,10300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12967,10302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12970,31753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12974,14333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12975,31455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12976,24359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12977,23953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12980,1816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12981,31638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12985,27813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12986,3361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12987,27834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12988,27833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12989,20491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12990,20490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12992,21376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12999,3202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13000,18748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13002,3012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13006,19005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13007,19003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13008,23508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13012,15936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13014,16006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13023,12418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13026,1619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13038,2993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13039,24958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13046,17666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13047,22767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13048,21218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13050,504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13051,12399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13057,20493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13058,32342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13068,15453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13070,32354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13075,32353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13077,4804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13078,4805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13085,30079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13088,18107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13090,32673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13093,21343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13098,21345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13099,8064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13102,21921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13103,17326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13104,14919,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13106,15813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13107,1417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13114,19208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13117,3495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13128,33567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13131,31298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13133,4063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13136,28435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13152,12669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13159,33038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13163,33401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13165,18503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13166,22570,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13169,1415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13172,12603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13180,22683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13182,19678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13184,4923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13185,19472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13189,30102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13190,30103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13192,15676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13198,15825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13203,10422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13210,8164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13214,20331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13216,20339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13218,22851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13220,15971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13230,33837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13231,16904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13232,16888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13234,16887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13247,7327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13251,22641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13260,11802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13267,14912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13269,14920,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13270,12118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13271,21259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13272,15973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13275,1375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13278,11103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13280,25227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13294,24293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13298,16369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13299,3665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13302,12539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13305,8451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13307,22578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13313,20792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13314,34114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13315,34115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13317,31893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13322,25889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13324,24255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13328,20313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13338,17693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13342,30082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13352,17333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13353,25226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13355,29742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13361,34640,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13365,17696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13367,27046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13368,22476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13370,25548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13371,18605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13378,15476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13382,16684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13385,6336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13389,25787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13398,34203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13401,12392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13402,8072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13403,21169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13404,31525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13411,34496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13412,3016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13413,19440,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13414,26162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13416,19966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13420,3394,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13421,19751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13425,1914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13426,6724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13427,6335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13432,22872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13436,2448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13439,12400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13440,21764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13442,22521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13443,21814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13445,33080,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13449,29851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13450,1239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13451,23998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13452,5900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13453,4305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13467,2565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13469,2564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13476,32002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13484,26345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13488,5763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13492,32196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13496,11020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13498,27003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13503,14490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13506,27855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13509,13182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13524,16081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13527,25069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13533,23692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13534,7263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13537,33564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13538,30282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13539,3300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13540,1212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13550,23400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13557,13370,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13561,5878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13562,30946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13565,1889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13576,25255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13578,33552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13581,11596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13588,27767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13591,21772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13597,33477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13598,2301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13601,2320,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13602,5076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13603,13009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13607,25269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13609,29430,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13612,24053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13613,12506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13620,9913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13626,19715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13628,4809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13631,2038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13632,8762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13636,26752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13645,6950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13649,32205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13650,1214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13658,6385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13665,16679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13666,12840,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13670,6221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13671,6223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13674,20804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13676,6527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13677,29062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13678,19629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13681,26404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13684,22698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13686,32374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13689,15945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13690,9725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13691,25940,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13693,34141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13699,27530,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13703,10663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13704,18064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13705,29946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13708,33416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13711,2112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13714,33103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13715,9446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13725,1554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13727,9695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13728,26056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13731,21818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13742,21271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13745,33390,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13747,19581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13752,6247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13756,13078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13769,2032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13773,27247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13774,21270,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13775,22759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13779,7301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13780,25511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13787,7476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13789,14741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13801,26970,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13802,13200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13807,33521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13811,21873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13817,10577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13822,24548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13830,4060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13843,16372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13853,14870,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13854,14858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13856,14857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13857,14865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13858,14866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13864,5513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13865,23011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13870,13600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13875,19754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13881,25224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13894,16025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13896,26480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13898,26478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13899,19649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13906,11250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13913,8097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13915,27027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13923,26753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13925,20013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13926,29301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13931,499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13935,4404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13944,17027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13950,25846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13957,22655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13963,24093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13964,17005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13971,30461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13979,962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13980,137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13982,3121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13983,10502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13997,12838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13998,33540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13999,31033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14011,6300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14012,6299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14013,21118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14014,25492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14016,17178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14017,17179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14024,22850,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
